learning_rate,weight_decay,hidden_size,target
0.000860162246721079,1.0010293733561041e-05,9.08511002351287,0.9009486511349678
0.0005733779454085565,1.8310473529191802e-05,8.511662863159199,0.967753954231739
0.0006727803635215239,4.5709072680760294e-05,7.931301056888355,0.9053094163537025
0.0007095972572016474,7.166975503570836e-05,9.694083670016784,0.877157025039196
0.0009390587181954727,1.2464883387813356e-05,8.022261248657587,0.8362674713134766
0.0007086524011835635,6.028208456011765e-05,10.352337550892011,0.8444233983755112
0.0005990507445424394,8.206701118079831e-05,7.7019346929761685,0.9381544217467308
0.0006567120890796214,7.230903541023827e-05,11.841307878596988,0.8797758370637894
0.0009473033317519237,1.7653979023280013e-05,11.381945761480193,0.9300293624401093
0.0005849152097822845,8.903282530864719e-05,7.195273916164412,0.8611031174659729
0.000710553812502526,9.621005771354518e-05,7.491734169165251,0.8222462832927704
0.0008459385569752366,3.839640679054567e-05,9.665826424865084,0.8690891861915588
0.0009173128359486865,1.1645944960977263e-05,10.432504638407918,0.885724775493145
0.0009944305444532474,7.733490889418554e-05,10.750721574724837,0.9509650506079197
0.0008946396642257443,1.9290340591987786e-05,8.402219960322025,0.8747690767049789
0.0009542977515465479,3.642527335363116e-05,9.239467630879526,0.9186490327119827
0.0005650142860591388,1.1743026208326737e-05,8.438876692931743,0.8378492146730423
0.0006058140580000296,3.389919934350036e-05,10.394177664699455,0.9156973212957382
0.0005266812725585402,6.167058449428118e-05,9.457865796401691,0.9207750931382179
0.0007946527684516421,7.297825240188381e-05,7.733642874529051,0.8455305397510529
0.0007070279939097842,7.249601419549706e-05,7.511672144139129,0.8841797783970833
0.0005249767294730436,5.8230676532396046e-05,9.070896347634513,0.9096127301454544
0.0007574445560291543,9.50135280391732e-05,10.318973226098944,0.8398170322179794
0.0009517009576439418,2.237272337316138e-05,9.932775202509966,0.9232199937105179
0.000903695644354762,4.579091532869802e-05,7.696381736253793,0.8345337212085724
0.0009637542901980169,4.129892737709559e-05,7.826770985584664,0.8445224314928055
