learning_rate,weight_decay,hidden_size,target
0.000860162246721079,1.0010293733561041e-05,10.08511002351287,0.9620447494089603
0.0005733779454085565,1.8310473529191802e-05,9.511662863159199,0.9709660839289427
0.0006727803635215239,4.5709072680760294e-05,8.931301056888355,0.9628239944577217
0.0007095972572016474,7.166975503570836e-05,10.694083670016784,0.9708197060972452
0.0009390587181954727,1.2464883387813356e-05,9.022261248657587,0.931109830737114
0.0007086524011835635,6.028208456011765e-05,11.352337550892011,0.9727348797023296
0.0005990507445424394,8.206701118079831e-05,8.701934692976169,0.9139999225735664
0.0006567120890796214,7.230903541023827e-05,12.841307878596988,0.9478930085897446
0.0009473033317519237,1.7653979023280013e-05,12.381945761480193,0.955638762563467
0.0005849152097822845,8.903282530864719e-05,8.195273916164412,0.9682620204985142
0.000710553812502526,9.621005771354518e-05,8.49173416916525,0.9489997141063213
0.0008459385569752366,3.839640679054567e-05,10.665826424865084,0.9519252814352512
0.0009173128359486865,1.1645944960977263e-05,11.432504638407918,0.9729313850402832
0.0009944305444532474,7.733490889418554e-05,11.750721574724837,0.9392130859196186
0.0008946396642257443,1.9290340591987786e-05,9.402219960322025,0.9603758193552494
0.0009542977515465479,3.642527335363116e-05,10.239467630879526,0.9661786556243896
0.0005650142860591388,1.1743026208326737e-05,9.438876692931743,0.9486239776015282
0.0006058140580000296,3.389919934350036e-05,11.394177664699455,0.9725413434207439
0.0005266812725585402,6.167058449428118e-05,10.457865796401691,0.9628393910825253
0.0007946527684516421,7.297825240188381e-05,8.733642874529052,0.9622859060764313
0.0007070279939097842,7.249601419549706e-05,8.51167214413913,0.9491490349173546
0.0005249767294730436,5.8230676532396046e-05,10.070896347634513,0.9690100383013487
0.0007574445560291543,9.50135280391732e-05,11.318973226098944,0.9601320363581181
0.0009517009576439418,2.237272337316138e-05,10.932775202509966,0.9463528506457806
0.000903695644354762,4.579091532869802e-05,8.696381736253793,0.9526586160063744
0.0009637542901980169,4.129892737709559e-05,8.826770985584664,0.952385425567627
0.0008629989926752257,8.949754820852289e-05,11.754060515680777,0.9417308606207371
0.0008754712170136686,4.140085077800583e-05,11.118361035278046,0.9523922801017761
0.0009479431090980335,4.8528207088416545e-05,9.34963945882513,0.9492057338356972
0.0008317207489092241,6.595261481882097e-05,12.824200235741927,0.9416349083185196
0.0009747446293535357,5.049209201319465e-05,8.573729864766875,0.9141594618558884
0.0007040684013806406,3.1332428221872496e-05,10.891948071935659,0.9473853670060635
0.000786839743336143,1.0258329432804307e-05,12.51689760281127,0.947447407990694
0.000663322450886048,5.743522920318484e-05,11.085724568103618,0.9630371145904064
0.0006786348800012499,9.176816358278193e-05,12.429710496553874,0.9526301883161068
0.0005079106214232782,9.364935103693853e-05,11.116800578959014,0.9590586498379707
0.0009986614252257401,2.5510645751079573e-05,11.45448458758462,0.9751447979360819
0.0009662977315185818,7.271363453409102e-05,8.685678748144388,0.96705636754632
